EW1,EW2,3
EW2,EW3,3
EW3,EW4,3
EW4,EW5,3
EW5,EW6,2
EW6,EW7,2
EW7,EW8,3
EW8,EW9,2
EW9,EW10,3
EW10,EW11,2
EW11,EW12,2
EW12,EW13,3
EW13,EW14,2
EW14,EW15,2
EW15,EW16,2
EW16,EW17,3
EW17,EW18,3
EW18,EW19,2
EW19,EW20,3
EW20,EW21,2
EW21,EW22,3
EW22,EW23,2
EW23,EW24,5
EW24,EW25,2
EW25,EW26,3
EW26,EW27,2
EW27,EW28,3
EW28,EW29,3
EW29,EW30,3
EW30,EW31,3
EW31,EW32,4
EW32,EW33,3
